dates,durations
2020-01-21,0.7
2020-01-22,2.6666666666666665
2020-01-23,0.0
2020-01-24,6.25
2020-01-25,9.783333333333331
2020-01-26,0.0
2020-01-27,1.2
2020-01-28,1.9
2020-01-29,0.9666666666666668
2020-01-30,0.0
2020-01-31,6.0
2020-02-01,0.0
2020-02-02,2.0
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,1.0333333333333334
2020-02-13,4.433333333333334
2020-02-14,1.5
2020-02-15,1.1666666666666667
2020-02-16,5.716666666666668
2020-02-17,8.95
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,6.3
2020-02-21,1.1
2020-02-22,7.483333333333332
2020-02-23,6.1
2020-02-24,3.5166666666666666
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,1.9
2020-02-29,0.0
2020-03-01,8.616666666666667
2020-03-02,5.65
2020-03-03,2.466666666666667
2020-03-04,6.133333333333334
2020-03-05,4.15
2020-03-06,7.166666666666668
2020-03-07,5.683333333333334
2020-03-08,0.0
2020-03-09,7.95
2020-03-10,0.25
2020-03-11,3.3666666666666667
2020-03-12,5.75
2020-03-13,5.633333333333334
2020-03-14,8.233333333333333
2020-03-15,9.7
2020-03-16,7.233333333333332
2020-03-17,0.0
2020-03-18,0.0
2020-03-19,4.083333333333333
2020-03-20,5.7
2020-03-21,7.166666666666668
2020-03-22,0.0
2020-03-23,10.183333333333334
2020-03-24,10.666666666666666
2020-03-25,3.65
2020-03-26,1.45
2020-03-27,9.2
2020-03-28,4.283333333333333
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,3.4166666666666665
2020-04-01,5.266666666666667
2020-04-02,5.183333333333334
2020-04-03,6.25
2020-04-04,1.55
2020-04-05,1.4666666666666666
2020-04-06,3.8333333333333335
2020-04-07,5.116666666666666
2020-04-08,4.6
2020-04-09,6.466666666666668
2020-04-10,0.85
2020-04-11,3.616666666666666
2020-04-12,1.25
2020-04-13,9.733333333333333
2020-04-14,9.1
2020-04-15,3.9
2020-04-16,8.516666666666667
2020-04-17,4.05
2020-04-18,0.5666666666666667
2020-04-19,0.0
2020-04-20,6.066666666666666
2020-04-21,7.533333333333332
2020-04-22,5.45
2020-04-23,7.583333333333332
2020-04-24,2.9166666666666665
2020-04-25,0.0
2020-04-26,3.783333333333333
2020-04-27,10.283333333333331
2020-04-28,4.566666666666666
2020-04-29,4.883333333333334
2020-04-30,9.083333333333334
2020-05-01,10.133333333333333
2020-05-02,9.466666666666669
2020-05-03,10.416666666666666
2020-05-04,11.05
2020-05-05,2.333333333333333
2020-05-06,1.9666666666666663
2020-05-07,4.083333333333333
2020-05-08,1.6
2020-05-09,1.75
2020-05-10,6.383333333333334
2020-05-11,7.5
2020-05-12,2.35
2020-05-13,2.75
2020-05-14,3.8
2020-05-15,10.15
2020-05-16,6.7333333333333325
2020-05-17,6.6
2020-05-18,0.4666666666666667
2020-05-19,6.0
2020-05-20,2.0166666666666666
2020-05-21,5.85
2020-05-22,3.4166666666666665
2020-05-23,6.333333333333332
2020-05-24,7.0
2020-05-25,9.216666666666669
2020-05-26,4.5
2020-05-27,3.033333333333333
2020-05-28,5.4
2020-05-29,0.0
2020-05-30,0.0
2020-05-31,5.366666666666666
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,9.5
2020-06-04,0.0
2020-06-05,7.25
2020-06-06,0.0
2020-06-07,5.416666666666668
2020-06-08,3.316666666666667
2020-06-09,0.0
2020-06-10,0.4666666666666667
2020-06-11,0.0
2020-06-12,2.783333333333333
2020-06-13,0.95
2020-06-14,0.0
2020-06-15,2.25
2020-06-16,0.4166666666666667
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,11.0
2020-06-20,0.5166666666666667
2020-06-21,3.45
2020-06-22,0.5833333333333334
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,0.1333333333333333
2020-06-27,0.0
2020-06-28,0.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-03,0.2166666666666666
2020-07-04,0.0
2020-07-05,0.9833333333333332
2020-07-06,2.25
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,8.5
2020-07-11,7.783333333333332
2020-07-12,2.533333333333333
2020-07-13,0.2
2020-07-14,0.2166666666666666
2020-07-15,0.0
2020-07-16,0.95
2020-07-17,0.0
2020-07-18,3.65
2020-07-19,0.0833333333333333
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-25,8.0
2020-07-26,0.0
2020-07-27,4.5
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.0
2020-08-01,3.0
2020-08-02,0.0
2020-08-03,0.0
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,7.5
2020-08-08,6.5
2020-08-09,0.0
2020-08-10,0.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,1.0
2020-08-14,0.0
2020-08-15,0.0
2020-08-16,6.416666666666668
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,0.0
2020-08-20,0.0
2020-08-21,0.0
2020-08-22,0.0
2020-08-23,0.0
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,4.0
2020-08-29,8.5
2020-08-30,7.25
2020-08-31,3.9166666666666665
2020-09-01,6.75
2020-09-02,6.333333333333332
2020-09-03,5.0
2020-09-04,4.833333333333333
2020-09-05,6.5
2020-09-06,0.0
2020-09-07,2.1166666666666667
2020-09-08,0.0
2020-09-09,0.0
2020-09-10,0.0
2020-09-11,0.0
2020-09-12,0.0
2020-09-13,0.0
2020-09-14,0.0
2020-09-15,0.0
2020-09-16,0.0
2020-09-17,0.0
2020-09-18,0.0
2020-09-19,0.0
2020-09-20,0.0
2020-09-21,0.4666666666666667
2020-09-22,0.0
2020-09-23,0.0
2020-09-24,0.2833333333333333
2020-09-25,0.0
2020-09-26,0.0
2020-09-27,6.25
2020-09-28,0.0
2020-09-29,0.0
2020-09-30,0.0
2020-10-01,0.0
2020-10-02,0.0
2020-10-03,5.166666666666667
2020-10-04,0.0
2020-10-05,0.0
2020-10-06,0.0
2020-10-07,0.0
2020-10-08,0.0
2020-10-09,0.0
2020-10-10,0.0
2020-10-11,4.25
2020-10-12,0.0
2020-10-13,0.0
2020-10-14,0.0
2020-10-15,0.0
2020-10-16,0.0
2020-10-17,4.5
2020-10-18,0.0
2020-10-19,0.0
2020-10-20,0.0
2020-10-21,0.0
2020-10-22,0.0
2020-10-23,0.0
2020-10-24,3.5
2020-10-25,0.0
2020-10-26,0.0
2020-10-27,0.0
2020-10-28,0.0
2020-10-29,0.0
2020-10-30,0.0
2020-10-31,6.0
2020-11-01,3.7
2020-11-02,1.3166666666666669
2020-11-03,0.0
2020-11-04,0.0
2020-11-05,0.0
2020-11-06,0.0
2020-11-07,6.0
2020-11-08,7.483333333333332
2020-11-09,0.6666666666666666
2020-11-10,0.0
2020-11-11,0.0
2020-11-12,0.0
2020-11-13,0.0
2020-11-14,5.75
2020-11-15,0.0
2020-11-16,0.0
2020-11-17,0.0
2020-11-18,0.0
2020-11-19,0.0
2020-11-20,0.0
2020-11-21,6.333333333333332
2020-11-22,0.0
2020-11-23,0.0
2020-11-24,0.35
2020-11-25,2.7
2020-11-26,0.0
2020-11-27,1.1666666666666667
2020-11-28,4.75
2020-11-29,0.0
2020-11-30,0.0
2020-12-01,0.0
2020-12-02,0.0
2020-12-03,0.0
2020-12-04,0.0
2020-12-05,7.0
2020-12-06,0.0
2020-12-07,0.0
2020-12-08,0.0
2020-12-09,0.0
2020-12-10,0.0
2020-12-11,0.0
2020-12-12,6.25
2020-12-13,0.0
2020-12-14,0.0
2020-12-15,0.0
2020-12-16,0.0
2020-12-17,0.0
2020-12-18,0.2333333333333333
2020-12-19,5.5
2020-12-20,0.0
2020-12-21,0.0
2020-12-22,0.0
2020-12-23,0.0
2020-12-24,0.0
2020-12-25,0.0
2020-12-26,0.0
2020-12-27,0.0
2020-12-28,0.6833333333333333
2020-12-29,0.0
2020-12-30,0.0
2020-12-31,0.0
2021-01-01,0.0
2021-01-02,0.0
2021-01-03,0.0
2021-01-04,0.2833333333333333
2021-01-05,0.0
2021-01-06,0.2666666666666666
2021-01-07,0.0
2021-01-08,0.0
2021-01-09,0.0
2021-01-10,0.4166666666666667
2021-01-11,0.0
2021-01-12,0.0
2021-01-13,0.7666666666666667
2021-01-14,0.0
2021-01-15,0.4166666666666667
2021-01-16,0.0
2021-01-17,0.0
2021-01-18,0.0
2021-01-19,0.0
2021-01-20,0.0
2021-01-21,0.0
2021-01-22,0.0
2021-01-23,0.1666666666666666
2021-01-24,0.0
2021-01-25,0.0
2021-01-26,0.0
2021-01-27,0.0
2021-01-28,0.0
2021-01-29,0.0
2021-01-30,0.0
2021-01-31,0.0
2021-02-01,1.3833333333333333
2021-02-02,0.0
2021-02-03,0.0
2021-02-04,0.0
2021-02-05,0.0
2021-02-06,0.0
2021-02-07,0.0
2021-02-08,0.5
2021-02-09,0.5
2021-02-10,1.2166666666666666
2021-02-11,7.75
2021-02-12,7.5
2021-02-13,0.1166666666666666
2021-02-14,0.0
2021-02-15,0.0
2021-02-16,0.0
2021-02-17,0.0
2021-02-18,0.0
2021-02-19,0.0
2021-02-20,0.0
2021-02-21,0.1666666666666666
2021-02-22,0.0
2021-02-23,0.0
2021-02-24,0.0
2021-02-25,0.0
2021-02-26,0.0
2021-02-27,0.0
2021-02-28,0.0
2021-03-01,0.0
2021-03-02,0.0
2021-03-03,0.0
2021-03-04,0.0
2021-03-05,0.0
2021-03-06,1.5
2021-03-07,2.4833333333333334
2021-03-08,7.75
2021-03-09,8.666666666666666
2021-03-10,0.0
2021-03-11,0.0
2021-03-12,0.0
2021-03-13,0.0
2021-03-14,0.0
2021-03-15,0.0
2021-03-16,0.0
2021-03-17,0.0
2021-03-18,0.0
2021-03-19,6.25
2021-03-20,0.0
2021-03-21,0.0
2021-03-22,0.0
2021-03-23,0.0
2021-03-24,0.0
2021-03-25,0.0
2021-03-26,2.833333333333333
2021-03-27,0.0
2021-03-28,1.75
2021-03-29,0.75
2021-03-30,0.0
2021-03-31,0.0
2021-04-01,0.0
2021-04-02,0.0
2021-04-03,0.0
2021-04-04,0.0
2021-04-05,0.0
2021-04-06,0.0
2021-04-07,0.0
2021-04-08,0.0
2021-04-09,0.0
2021-04-10,4.083333333333333
2021-04-11,0.0
2021-04-12,0.0
2021-04-13,0.0
2021-04-14,1.25
2021-04-15,0.0
2021-04-16,0.0
2021-04-17,0.0
2021-04-18,0.0
2021-04-19,0.0
